timestamp,frame,x,y,z,doppler,SNR,w_snr,d2,is_inlier
14:54:10.184924,1,0.5835001,1.707746,1.0853021,0.27832,21.119999,1.0,1.6780484,1
14:54:10.184924,1,0.58350366,1.648811,1.1153836,0.27832,10.24,1.0,3.8172007,1
14:54:10.184924,1,0.6211635,1.7552266,1.0582898,0.20888,20.88,1.0,1.1382737,1
14:54:10.184924,1,0.67982143,1.7956855,1.0331589,0.20888,12.0,1.0,1.516063,1
14:54:10.184924,1,0.7202191,1.8416599,1.0065502,0.20888,5.7599998,0.576,4.2445993,1
14:54:10.184924,1,0.95943207,1.4581484,1.257737,-0.06972,8.12,0.812,4.278708,1
14:54:10.184924,1,0.9598905,1.3985953,1.3041092,-0.06972,9.12,0.912,4.5170584,1
14:54:10.184924,1,0.6211635,1.7552266,1.0582898,0.20888,20.88,1.0,1.1382737,1
14:54:10.184924,1,0.67982143,1.7956855,1.0331589,0.20888,12.0,1.0,1.516063,1
14:54:10.184924,1,0.58350366,1.648811,1.1153836,0.27832,10.24,1.0,3.8172007,1
14:54:10.184924,1,0.7202191,1.8416599,1.0065502,0.20888,5.7599998,0.576,4.2445993,1
14:54:10.184924,1,0.58350366,1.648811,1.1153836,0.27832,10.24,1.0,3.8172007,1
14:54:10.184924,1,0.5835001,1.707746,1.0853021,0.27832,21.119999,1.0,1.6780484,1
14:54:10.184924,1,0.58350366,1.648811,1.1153836,0.27832,10.24,1.0,3.8172007,1
14:54:10.184924,1,0.9598905,1.3985953,1.3041092,-0.06972,9.12,0.912,4.5170584,1
14:54:10.184924,1,0.67982143,1.7956855,1.0331589,0.20888,12.0,1.0,1.516063,1
14:54:10.184924,1,0.6211635,1.7552266,1.0582898,0.20888,20.88,1.0,1.1382737,1
14:54:10.184924,1,0.5835001,1.707746,1.0853021,0.27832,21.119999,1.0,1.6780484,1
14:54:10.184924,1,0.6211635,1.7552266,1.0582898,0.20888,20.88,1.0,1.1382737,1
14:54:10.184924,1,0.5835001,1.707746,1.0853021,0.27832,21.119999,1.0,1.6780484,1
14:54:10.184924,1,0.6211635,1.7552266,1.0582898,0.20888,20.88,1.0,1.1382737,1
14:54:10.184924,1,0.67982143,1.7956855,1.0331589,0.20888,12.0,1.0,1.516063,1
14:54:10.184924,1,0.67982143,1.7956855,1.0331589,0.20888,12.0,1.0,1.516063,1
14:54:10.184924,1,0.58350366,1.648811,1.1153836,0.27832,10.24,1.0,3.8172007,1
14:54:10.184924,1,0.9598905,1.3985953,1.3041092,-0.06972,9.12,0.912,4.5170584,1
14:54:10.184924,1,0.67982143,1.7956855,1.0331589,0.20888,12.0,1.0,1.516063,1
14:54:10.184924,1,0.6211635,1.7552266,1.0582898,0.20888,20.88,1.0,1.1382737,1
14:54:10.184924,1,0.67982143,1.7956855,1.0331589,0.20888,12.0,1.0,1.516063,1
14:54:10.184924,1,0.6211635,1.7552266,1.0582898,0.20888,20.88,1.0,1.1382737,1
14:54:10.184924,1,0.7202191,1.8416599,1.0065502,0.20888,5.7599998,0.576,4.2445993,1
14:54:10.184924,1,0.9598905,1.3985953,1.3041092,-0.06972,9.12,0.912,4.5170584,1
14:54:10.184924,1,0.67982143,1.7956855,1.0331589,0.20888,12.0,1.0,1.516063,1
14:54:10.184924,1,0.67982143,1.7956855,1.0331589,0.20888,12.0,1.0,1.516063,1
14:54:10.184924,1,0.67982143,1.7956855,1.0331589,0.20888,12.0,1.0,1.516063,1
14:54:10.184924,1,0.67982143,1.7956855,1.0331589,0.20888,12.0,1.0,1.516063,1
14:54:10.184924,1,0.9598905,1.3985953,1.3041092,-0.06972,9.12,0.912,4.5170584,1
14:54:10.184924,1,0.6211635,1.7552266,1.0582898,0.20888,20.88,1.0,1.1382737,1
14:54:10.184924,1,0.95943207,1.4581484,1.257737,-0.06972,8.12,0.812,4.278708,1
14:54:10.184924,1,0.67982143,1.7956855,1.0331589,0.20888,12.0,1.0,1.516063,1
14:54:10.184924,1,0.67982143,1.7956855,1.0331589,0.20888,12.0,1.0,1.516063,1
14:54:10.184924,1,0.95943207,1.4581484,1.257737,-0.06972,8.12,0.812,4.278708,1
14:54:10.184924,1,0.67982143,1.7956855,1.0331589,0.20888,12.0,1.0,1.516063,1
14:54:10.184924,1,0.7202191,1.8416599,1.0065502,0.20888,5.7599998,0.576,4.2445993,1
14:54:10.184924,1,0.5835001,1.707746,1.0853021,0.27832,21.119999,1.0,1.6780484,1
14:54:10.184924,1,0.58350366,1.648811,1.1153836,0.27832,10.24,1.0,3.8172007,1
14:54:10.184924,1,0.9598905,1.3985953,1.3041092,-0.06972,9.12,0.912,4.5170584,1
14:54:10.184924,1,0.67982143,1.7956855,1.0331589,0.20888,12.0,1.0,1.516063,1
14:54:10.184924,1,0.58350366,1.648811,1.1153836,0.27832,10.24,1.0,3.8172007,1
14:54:10.184924,1,0.5835001,1.707746,1.0853021,0.27832,21.119999,1.0,1.6780484,1
14:54:10.184924,1,0.95943207,1.4581484,1.257737,-0.06972,8.12,0.812,4.278708,1
14:54:10.184924,1,0.58350366,1.648811,1.1153836,0.27832,10.24,1.0,3.8172007,1
14:54:10.184924,1,0.5835001,1.707746,1.0853021,0.27832,21.119999,1.0,1.6780484,1
14:54:10.184924,1,0.67982143,1.7956855,1.0331589,0.20888,12.0,1.0,1.516063,1
14:54:10.184924,1,0.5835001,1.707746,1.0853021,0.27832,21.119999,1.0,1.6780484,1
14:54:10.184924,1,0.67982143,1.7956855,1.0331589,0.20888,12.0,1.0,1.516063,1
14:54:10.184924,1,0.67982143,1.7956855,1.0331589,0.20888,12.0,1.0,1.516063,1
14:54:10.239919,2,0.8618142,1.5369633,1.4933025,0.06972,7.64,0.764,6.427917,1
14:54:10.239919,2,0.6150558,1.6581281,1.0172192,0.27832,16.24,1.0,2.117332,1
14:54:10.239919,2,0.6137778,1.6004505,1.0495079,0.27832,6.24,0.624,3.1634614,1
14:54:10.239919,2,0.6017412,1.7611328,1.0567073,0.20888,21.64,1.0,0.94498897,1
14:54:10.239919,2,0.61998236,1.8145196,1.0281123,0.20888,17.359999,1.0,1.2723014,1
14:54:10.239919,2,0.031796917,0.17257771,2.1822495,1.94824,5.52,0.552,9.268181,1
14:54:10.239919,2,0.65882325,1.8616422,1.0011959,0.20888,7.52,0.752,0.9801547,1
14:54:10.239919,2,0.6150558,1.6581281,1.0172192,0.27832,16.24,1.0,2.117332,1
14:54:10.239919,2,0.6150558,1.6581281,1.0172192,0.27832,16.24,1.0,2.117332,1
14:54:10.239919,2,0.8618142,1.5369633,1.4933025,0.06972,7.64,0.764,6.427917,1
14:54:10.239919,2,0.6017412,1.7611328,1.0567073,0.20888,21.64,1.0,0.94498897,1
14:54:10.239919,2,0.6150558,1.6581281,1.0172192,0.27832,16.24,1.0,2.117332,1
14:54:10.239919,2,0.6017412,1.7611328,1.0567073,0.20888,21.64,1.0,0.94498897,1
14:54:10.239919,2,0.6137778,1.6004505,1.0495079,0.27832,6.24,0.624,3.1634614,1
14:54:10.239919,2,0.031796917,0.17257771,2.1822495,1.94824,5.52,0.552,9.268181,1
14:54:10.239919,2,0.61998236,1.8145196,1.0281123,0.20888,17.359999,1.0,1.2723014,1
14:54:10.239919,2,0.6137778,1.6004505,1.0495079,0.27832,6.24,0.624,3.1634614,1
14:54:10.239919,2,0.61998236,1.8145196,1.0281123,0.20888,17.359999,1.0,1.2723014,1
14:54:10.239919,2,0.65882325,1.8616422,1.0011959,0.20888,7.52,0.752,0.9801547,1
14:54:10.239919,2,0.6150558,1.6581281,1.0172192,0.27832,16.24,1.0,2.117332,1
14:54:10.239919,2,0.61998236,1.8145196,1.0281123,0.20888,17.359999,1.0,1.2723014,1
14:54:10.239919,2,0.6150558,1.6581281,1.0172192,0.27832,16.24,1.0,2.117332,1
14:54:10.239919,2,0.6137778,1.6004505,1.0495079,0.27832,6.24,0.624,3.1634614,1
14:54:10.239919,2,0.6150558,1.6581281,1.0172192,0.27832,16.24,1.0,2.117332,1
14:54:10.239919,2,0.6137778,1.6004505,1.0495079,0.27832,6.24,0.624,3.1634614,1
14:54:10.239919,2,0.6137778,1.6004505,1.0495079,0.27832,6.24,0.624,3.1634614,1
14:54:10.239919,2,0.6017412,1.7611328,1.0567073,0.20888,21.64,1.0,0.94498897,1
14:54:10.239919,2,0.61998236,1.8145196,1.0281123,0.20888,17.359999,1.0,1.2723014,1
14:54:10.239919,2,0.61998236,1.8145196,1.0281123,0.20888,17.359999,1.0,1.2723014,1
